"CustomerID","Age","PlanType","MonthlyBill","HoursWatched_Last30d","SignupDate","CustomerCode","LastSupportTicket"
"124-GBA","116","Estandar","29.01","75.4","11/26/2020","124-GBA","OK"
"73-SML","18","Estandar","35.26","94.5","7-Feb-21","73-SML","ERROR EN SISTEMA DE RECOMENDACIONES. Problema resuelto en primera instancia."
"92-UUV","77","Estandar","36.23","76.7","3/1/2025","92-UUV","consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"12-ZJG","61","Estandar","37.88","65.2","5/13/2021","12-ZJG","PROBLEMA CON SUBTÃTULOS. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"87-UUU","19","Estandar","37.79","91.2","7/2/2022","87-UUU","Problema con reproducciÃ³n de video. El cliente reporta intermitencia en el servicio."
"26-VBC","85","Estandar","38.65","41.0","4/1/2024","26-VBC","Consulta tecnica general. El problema persiste desde hace varios dÃ­as."
"51-LKT","0","Basico","13.4","30.2","5/30/2025","51-LKT","Problema con subtÃ­tulos. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"109-KKL","54","Premium","60.84","83.6","1/26/2025","109-KKL","consulta tecnica general. Se requiere seguimiento urgente."
"9-RQX","40","Basico","17.12","36.4","12/22/2022","9-RQX","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"88-AHN","71","premium","63.38","104.6","11/2/2022","88-AHN","Queja sobre atencion al cliente"
"50-WCN","75","Basico","18.79","30.8","11/9/2022","50-WCN","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"66-GUS","69","Prem","","87.2","10/19/2023","66-GUS","consulta tecnica general"
"1-LZU","89","Prem","76.82","155.3","24-Nov-22","1-LZU","Problema de conexion a internet"
"96-NGI","25","Estandar","30.41","36.9","11/24/2021","96-NGI","PROBLEMA CON SUBTÃTULOS. Se requiere seguimiento urgente."
"94-RKO","51","Estandar","33.75","74.6","6/3/2023","94-RKO","Error en sistema de recomendaciones. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"33-ZNN","84","Estandar","25.48","41.0","10/3/2022","33-ZNN","Error en la aplicacion movil. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"30-JZH","67","Estandar","27.12","71.3","13-Aug-25","30-JZH","Solicitud de cancelaciÃ³n de servicio"
"89-BBM","7","Basico","13.37","25.1","3/18/2021","89-BBM","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Problema resuelto en primera instancia."
"114-DSC","56","Estandar","30.8","93.0","12/27/2023","114-DSC","Error en sistema de recomendaciones"
"79-ODO","28","Basico","15.76","12.1","9/10/2022","79-ODO","error en sistema de recomendaciones"
"70-UGS","19","Premium","74.2","152.8","8/21/2023","70-UGS","OK"
"81-JCZ","39","Estandar","27.73","83.8","1/9/2025","81-JCZ","problema con subtÃ­tulos"
"76-KIK","46","Basico","18.27","14.8","10/2/2024","76-KIK","Queja sobre atencion al cliente"
"15-IOB","78","Basico","19.13","10.7","10/13/2022","15-IOB","ERROR EN LA APLICACION MOVIL. Se requiere seguimiento urgente."
"21-WNU","76","Basico","11.67","19.8","7/7/2023","21-WNU","consulta tecnica general. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"0-BXH","70","Basico","19.98","43.7","9/11/2024","0-BXH","CONSULTA TECNICA GENERAL. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"101-SVS","36","Prem","56.32","140.6","5/23/2021","101-SVS","Consulta sobre contenido disponible"
"82-ILP","50","Basico","16.45","10.1","3/21/2023","82-ILP","Problema con reproducciÃ³n de video"
"20-UQC","66","Basico","16.71","36.9","11/29/2023","20-UQC","Problema con subtÃ­tulos. Problema resuelto en primera instancia."
"94-YLF","7","Basico","19.2","24.3","20-May-25","94-YLF","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"126-XSF","63","Basico","13.95","44.8","9/12/2022","126-XSF","Consulta sobre facturacion. Problema resuelto en primera instancia."
"32-TDY","59","Premium","71.86","112.9","2/18/2021","32-TDY","OK"
"109-QYB","71","premium","79.84","112.9","1/28/2022","109-QYB","Error en sistema de recomendaciones"
"107-NIK","15","Basico","18.07","49.6","08/15/2024","107-NIK","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"24-ALA","45","Estandar","37.6","47.3","3/27/2023","24-ALA","Consulta sobre contenido disponible. Se requiere seguimiento urgente."
"112-TQP","28","Basico","","11.3","18-Feb-24","112-TQP","OK"
"110-BRO","66","Basico","10.95","40.1","31-Jul-24","110-BRO","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Cliente insatisfecho con la respuesta anterior."
"86-QRA","87","Estandar","26.61","30.9","11/21/2021","86-QRA","problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"113-EDB","43","Basico","15.12","36.1","11/19/2023","113-EDB","consulta tecnica general. El problema persiste desde hace varios dÃ­as."
"37-BNV","51","Premium","55.85","104.0","10/4/2024","37-BNV","CONSULTA SOBRE CONTENIDO DISPONIBLE. Problema resuelto en primera instancia."
"84-WOI","70","Basico","11.04","45.0","8/26/2025","84-WOI","Problema con reproducciÃ³n de video. Se requiere seguimiento urgente."
"84-UJK","126","Premium","","81.2","11/19/2023","84-UJK","ERROR EN LA APLICACION MOVIL. Problema resuelto en primera instancia."
"11-ZFH","92","Basico","11.73","43.9","7/5/2024","11-ZFH","OK"
"35-JUC","39","premium","57.19","177.1","3/8/2022","35-JUC","Consulta tecnica general"
"36-WDE","57","Estandar","29.76","60.1","4/28/2022","36-WDE","Problema con reproducciÃ³n de video"
"63-BUW","32","Premium","76.57","105.1","6/7/2025","63-BUW","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Problema resuelto en primera instancia."
"118-ESN","30","Estandar","32.1","70.7","24-Apr-22","118-ESN","Queja sobre atencion al cliente"
"55-HXO","48","premium","66.51","96.1","6/1/2025","55-HXO","Consulta tecnica general. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"110-KUI","10","Basico","12.33","35.8","16-Nov-23","110-KUI","Solicitud de cancelaciÃ³n de servicio"
"25-DJO","57","Basico","12.49","39.8","7/31/2021","25-DJO","SOLICITUD DE CANCELACIÃ“N DE SERVICIO"
"66-AHV","17","Estandar","31.08","70.6","3/19/2022","66-AHV","Consulta tecnica general"
"53-MNU","52","estandar","31.91","85.4","18-Feb-24","53-MNU","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"35-PDY","37","Basico","18.33","23.6","7/16/2023","35-PDY","OK"
"8-XDY","90","Basico","16.02","34.3","1/10/2021","8-XDY","PROBLEMA CON SUBTÃTULOS. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"84-OLX","16","Basico","","32.1","16-Sep-25","84-OLX","queja sobre atencion al cliente. Cliente insatisfecho con la respuesta anterior."
"17-LJA","99","Basico","13.9","49.6","3/1/2025","17-LJA","Error en sistema de recomendaciones"
"79-LSM","53","Estandar","33.8","65.2","1/18/2022","79-LSM","PROBLEMA DE CONEXION A INTERNET. El cliente reporta intermitencia en el servicio."
"63-NXW","43","Basico","17.36","21.5","12-Dec-20","63-NXW","Consulta sobre contenido disponible. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"106-GXT","26","Basico","11.82","32.7","9/7/2023","106-GXT","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO"
"74-RBS","21","premium","62.33","171.4","03/17/2025","74-RBS","Error en la aplicacion movil"
"53-NMB","31","Estandar","30.71","82.2","2/2/2021","53-NMB","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO. Se requiere seguimiento urgente."
"124-LCR","11","Estandar","32.05","49.5","12/25/2024","124-LCR","problema con reproducciÃ³n de video. Problema resuelto en primera instancia."
"2-RDJ","62","Basico","","37.0","9/4/2024","2-RDJ","Problema con reproducciÃ³n de video"
"99-RLP","65","Basico","12.01","20.0","7/20/2024","99-RLP","Problema con reproducciÃ³n de video. Se requiere seguimiento urgente."
"24-UVE","103","Basico","11.07","23.1","9/26/2022","24-UVE","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Cliente insatisfecho con la respuesta anterior."
"91-IAR","44","Basico","12.19","36.3","4/29/2024","91-IAR","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"127-ZCN","24","Prem","55.13","195.1","7/11/2022","127-ZCN","Problema con subtÃ­tulos"
"81-ZRB","48","Basico","14.48","30.4","9/23/2021","81-ZRB","queja sobre atencion al cliente. El cliente reporta intermitencia en el servicio."
"62-QBJ","25","Basico","12.03","11.5","10/27/2021","62-QBJ","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"106-QHA","46","Premium","57.26","144.7","02/28/2022","106-QHA","Problema de conexion a internet. Cliente insatisfecho con la respuesta anterior."
"125-BFQ","24","Basico","10.91","33.7","3/24/2021","125-BFQ","PROBLEMA DE CONEXION A INTERNET. Problema resuelto en primera instancia."
"50-GEG","77","Basico","16.35","20.9","7/4/2021","50-GEG","consulta sobre contenido disponible. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"39-VUA","60","Basico","17.58","46.9","7/21/2022","39-VUA","Consulta tecnica general. Cliente insatisfecho con la respuesta anterior."
"123-BDM","56","Basico","10.12","30.0","10/27/2021","123-BDM","Problema con subtÃ­tulos"
"18-KBX","32","Basico","11.93","27.5","6/16/2024","18-KBX","Consulta sobre contenido disponible"
"108-TGA","88","Premium","70.28","163.7","4/9/2022","108-TGA","Queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"41-AUQ","67","premium","67.57","188.1","25-Dec-22","41-AUQ","PROBLEMA CON SUBTÃTULOS. Problema resuelto en primera instancia."
"97-PTT","49","premium","53.27","148.7","6/1/2021","97-PTT","CONSULTA SOBRE FACTURACIÃ“N. Problema resuelto en primera instancia."
"43-VAB","83","Estandar","34.81","81.3","12/6/2024","43-VAB","consulta sobre facturacion. El cliente reporta intermitencia en el servicio."
"47-FTV","71","Basico","18.71","27.6","5/22/2022","47-FTV","CONSULTA SOBRE FACTURACIÃ“N. El cliente reporta intermitencia en el servicio."
"60-MRC","41","Basico","10.06","33.3","8/27/2025","60-MRC","Consulta tecnica general. El problema persiste desde hace varios dÃ­as."
"86-PIR","57","Basico","12.39","24.4","8/27/2023","86-PIR","OK"
"102-SXD","43","Estandar","29.18","78.9","4/26/2021","102-SXD","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"82-AJB","38","Premium","63.32","152.8","8/24/2023","82-AJB","Error en la aplicacion movil"
"25-THF","85","Basico","15.71","44.3","1/22/2023","25-THF","Error en sistema de recomendaciones"
"43-XYM","38","Estandar","27.55","96.1","12/18/2021","43-XYM","problema con subtÃ­tulos"
"71-FGM","36","Premium","","96.3","11/22/2022","71-FGM","ERROR EN SISTEMA DE RECOMENDACIONES"
"16-QJS","48","estandar","34.62","69.3","2/1/2021","16-QJS","PROBLEMA DE CONEXION A INTERNET. El cliente reporta intermitencia en el servicio."
"48-TDJ","2","Premium","67.3","80.2","7/17/2025","48-TDJ","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"32-NPF","46","Basico","14.6","15.8","23-Mar-24","32-NPF","error en sistema de recomendaciones. Problema resuelto en primera instancia."
"8-PIZ","69","Basico","17.06","29.1","3/29/2021","8-PIZ","Solicitud de cancelaciÃ³n de servicio"
"53-WYF","91","estandar","36.63","90.0","10/23/2021","53-WYF","Consulta sobre facturacion. Problema resuelto en primera instancia."
"100-KNH","49","Estandar","37.83","57.6","2/25/2025","100-KNH","queja sobre atencion al cliente"
"35-LMX","47","Basico","11.95","36.0","11/10/2023","35-LMX","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"109-REB","70","Basico","19.44","14.7","12/31/2022","109-REB","queja sobre atencion al cliente"
"101-MRY","49","Estandar","35.37","85.7","3/13/2022","101-MRY","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"29-CMR","47","Estandar","","70.1","9/5/2022","29-CMR","error en la aplicacion movil. Problema resuelto en primera instancia."
"32-CBX","26","Estandar","37.18","31.4","9-Oct-22","32-CBX","Consulta tecnica general. Problema resuelto en primera instancia."
"53-ZXE","34","Estandar","33.31","86.0","3/14/2025","53-ZXE","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"21-ZNJ","50","Estandar","39.17","30.0","3/15/2024","21-ZNJ","Consulta tecnica general. Se requiere seguimiento urgente."
"90-PNR","28","Estandar","","32.6","2/3/2025","90-PNR","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"108-BGJ","93","premium","52.49","110.5","3-Jul-23","108-BGJ","consulta sobre facturacion"
"49-SOQ","47","Estandar","37.31","52.1","6/21/2021","49-SOQ","Problema con reproducciÃ³n de video. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"16-ICX","27","Estandar","","85.9","5/9/2024","16-ICX","Problema con subtÃ­tulos"
"78-PUC","90","Basico","12.81","20.8","2-May-25","78-PUC","Consulta sobre facturacion. Problema resuelto en primera instancia."
"103-MDA","47","Estandar","26.89","56.5","10/6/2021","103-MDA","Consulta sobre contenido disponible"
"90-UNH","52","Basico","18.8","42.6","3/5/2024","90-UNH","Error en la aplicacion movil. El cliente reporta intermitencia en el servicio."
"61-YEB","5","estandar","32.38","91.2","7/6/2023","61-YEB","Consulta sobre facturacion"
"103-AEV","32","Basico","15.33","23.8","9/29/2021","103-AEV","consulta tecnica general. Se requiere seguimiento urgente."
"57-EJD","52","Basico","","29.8","12/6/2024","57-EJD","Error en la aplicacion movil"
"74-HHF","27","estandar","28.25","51.3","4/14/2022","74-HHF","OK"
"1-QIJ","58","Basico","11.85","24.2","4/27/2025","1-QIJ","PROBLEMA DE CONEXION A INTERNET. Se requiere seguimiento urgente."
"1-ERF","67","Basico","14.27","17.3","5/3/2021","1-ERF","Error en sistema de recomendaciones. Problema resuelto en primera instancia."
"50-CHD","14","Basico","10.31","36.6","03/15/2023","50-CHD","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. Cliente insatisfecho con la respuesta anterior."
"83-TUK","61","Estandar","37.37","39.2","4/14/2025","83-TUK","CONSULTA SOBRE FACTURACIÃ“N. Problema resuelto en primera instancia."
"87-LPA","81","Estandar","26.23","60.0","6/5/2022","87-LPA","CONSULTA TECNICA GENERAL. El cliente reporta intermitencia en el servicio."
"63-RLM","44","Estandar","","81.1","6/18/2022","63-RLM","OK"
"49-YLQ","18","Basico","","26.3","3/3/2024","49-YLQ","PROBLEMA DE CONEXION A INTERNET. El cliente reporta intermitencia en el servicio."
"77-CJY","54","Estandar","38.42","42.7","11/19/2025","77-CJY","CONSULTA SOBRE CONTENIDO DISPONIBLE. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"125-JHC","15","Basico","18.61","23.2","24-Sep-21","125-JHC","Queja sobre atencion al cliente"
"27-DTD","47","Estandar","34.81","43.3","12/8/2021","27-DTD","ERROR EN LA APLICACION MOVIL. El problema persiste desde hace varios dÃ­as."
"51-NDD","78","Basico","18.91","40.4","22-Feb-21","51-NDD","Consulta sobre contenido disponible"
"107-NYU","72","Basico","19.66","21.6","9/18/2022","107-NYU","Problema de conexion a internet"
"42-LNO","132","Basico","12.06","10.1","9/6/2022","42-LNO","Problema con reproducciÃ³n de video. Problema resuelto en primera instancia."
"56-HGD","18","Basico","12.91","35.6","12/7/2020","56-HGD","CONSULTA SOBRE FACTURACIÃ“N"
"53-NAJ","29","Estandar","26.24","79.4","10/23/2022","53-NAJ","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"91-FZE","25","PREM","79.35","173.4","7/6/2021","91-FZE","Problema con subtÃ­tulos"
"113-FGP","142","Premium","54.66","107.8","10/25/2021","113-FGP","consulta sobre facturacion. Se requiere seguimiento urgente."
"125-YEH","27","Basico","18.16","37.5","11/1/2024","125-YEH","Error en la aplicacion movil"
"35-SVP","54","Basico","","43.1","10-Aug-21","35-SVP","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO"
"3-UAU","55","Estandar","37.78","35.9","2/8/2025","3-UAU","Queja sobre atencion al cliente. Cliente insatisfecho con la respuesta anterior."
"68-QDV","83","Basico","15.11","43.5","2/3/2025","68-QDV","PROBLEMA DE CONEXION A INTERNET. Se requiere seguimiento urgente."
"98-RSX","50","Estandar","28.36","97.0","4/22/2024","98-RSX","OK"
"11-PEN","58","Estandar","27.24","76.7","3/13/2024","11-PEN","solicitud de cancelaciÃ³n de servicio"
"19-UWZ","47","Estandar","","40.3","5/21/2023","19-UWZ","error en sistema de recomendaciones. Problema resuelto en primera instancia."
"32-EKI","38","Basico","14.13","41.7","1/8/2024","32-EKI","Problema de conexion a internet. Cliente insatisfecho con la respuesta anterior."
"98-CSN","20","Estandar","28.28","36.1","11/11/2023","98-CSN","OK"
"89-JWU","72","Basico","18.34","32.1","7/12/2023","89-JWU","PROBLEMA DE CONEXION A INTERNET. Problema resuelto en primera instancia."
"6-SLB","38","Basico","14.76","33.8","1/1/2025","6-SLB","CONSULTA SOBRE CONTENIDO DISPONIBLE. El cliente reporta intermitencia en el servicio."
"38-TMD","31","Estandar","32.04","80.6","5/26/2023","38-TMD","OK"
"44-NAV","69","Estandar","33.3","88.1","9/6/2022","44-NAV","problema de conexion a internet"
"32-TKB","15","Basico","19.75","34.2","15-Jun-25","32-TKB","Error en sistema de recomendaciones. Cliente insatisfecho con la respuesta anterior."
"108-FCC","55","Estandar","25.41","49.8","11/7/2022","108-FCC","Problema de conexion a internet. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"61-GZO","79","Estandar","25.68","52.0","2/27/2024","61-GZO","Consulta sobre contenido disponible. El problema persiste desde hace varios dÃ­as."
"33-SCK","68","estandar","","86.5","1/17/2025","33-SCK","Problema con subtÃ­tulos. Se requiere seguimiento urgente."
"23-YGF","80","Estandar","","80.3","1/28/2023","23-YGF","Queja sobre atencion al cliente. Se requiere seguimiento urgente."
"110-BSR","29","Basico","16.06","48.3","9/16/2022","110-BSR","ERROR EN SISTEMA DE RECOMENDACIONES. El problema persiste desde hace varios dÃ­as."
"22-MLE","36","Basico","","33.1","11/28/2023","22-MLE","Consulta sobre facturacion"
"113-QDD","35","Estandar","","90.1","8/22/2023","113-QDD","queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"105-NGW","91","Estandar","34.65","81.9","7/7/2024","105-NGW","CONSULTA TECNICA GENERAL"
"102-WFW","66","Estandar","32.02","67.5","4/20/2021","102-WFW","ERROR EN LA APLICACION MOVIL. Cliente insatisfecho con la respuesta anterior."
"84-BIP","37","Basico","11.13","28.2","10/31/2022","84-BIP","OK"
"97-BVU","26","PREM","56.33","82.8","8/20/2021","97-BVU","OK"
"103-CWL","76","Basico","18.92","17.4","8/2/2025","103-CWL","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"41-ZLX","34","Estandar","33.4","92.6","10/10/2024","41-ZLX","Queja sobre atencion al cliente"
"81-AXY","48","Estandar","36.87","77.2","5/31/2024","81-AXY","Problema con reproducciÃ³n de video"
"24-ATE","66","Estandar","34.0","45.1","09/17/2024","24-ATE","Queja sobre atencion al cliente. El problema persiste desde hace varios dÃ­as."
"31-SQL","90","Basico","15.41","30.9","8/7/2021","31-SQL","Consulta sobre facturacion. Se requiere seguimiento urgente."
"111-QSY","43","premium","","90.5","3/12/2021","111-QSY","Problema con reproducciÃ³n de video. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"113-NUR","43","Premium","73.3","146.2","3/31/2025","113-NUR","Error en sistema de recomendaciones"
"101-AJF","39","Basico","12.63","43.5","6-Jun-21","101-AJF","OK"
"6-DJV","83","Premium","60.04","195.1","6/24/2023","6-DJV","PROBLEMA CON SUBTÃTULOS"
"109-DQZ","55","Basico","15.16","27.5","5/1/2025","109-DQZ","Consulta sobre facturacion"
"66-VEI","49","Basico","","10.5","7/27/2021","66-VEI","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"33-ZQU","57","Basico","12.21","17.8","3/5/2021","33-ZQU","Problema con subtÃ­tulos. Se requiere seguimiento urgente."
"26-CYD","63","Basico","11.8","13.1","2/25/2021","26-CYD","Problema de conexion a internet. El cliente reporta intermitencia en el servicio."
"53-RJI","70","premium","55.38","81.2","11/20/2024","53-RJI","queja sobre atencion al cliente. El problema persiste desde hace varios dÃ­as."
"1-ETY","48","Basico","","10.9","1/7/2023","1-ETY","problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"32-GMY","66","Basico","12.93","39.8","2/9/2023","32-GMY","Problema con subtÃ­tulos. Problema resuelto en primera instancia."
"79-EFS","40","Basico","15.95","20.9","2/7/2024","79-EFS","queja sobre atencion al cliente. Problema resuelto en primera instancia."
"8-YGK","71","Estandar","39.25","67.1","8/28/2023","8-YGK","OK"
"95-JUD","37","Basico","","23.2","4/12/2023","95-JUD","Consulta sobre contenido disponible. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"71-SYU","17","Estandar","34.68","77.7","6/13/2023","71-SYU","CONSULTA SOBRE CONTENIDO DISPONIBLE. Cliente insatisfecho con la respuesta anterior."
"107-DLP","74","Estandar","25.31","31.2","30-Jun-21","107-DLP","Problema con reproducciÃ³n de video"
"10-IAM","43","Premium","59.02","118.1","12/13/2023","10-IAM","Consulta tecnica general. El problema persiste desde hace varios dÃ­as."
"31-VYC","51","Basico","11.38","49.7","1/21/2021","31-VYC","PROBLEMA CON SUBTÃTULOS. Problema resuelto en primera instancia."
"1-YWG","69","Estandar","","96.3","6/20/2025","1-YWG","Queja sobre atencion al cliente"
"30-DWT","74","Premium","62.39","133.6","3/15/2025","30-DWT","Problema de conexion a internet"
"57-CTS","91","Basico","12.41","35.9","2/2/2021","57-CTS","OK"
"55-MKM","51","Basico","17.61","30.6","2/18/2024","55-MKM","Solicitud de cancelaciÃ³n de servicio"
"93-KLQ","52","Basico","10.68","26.9","1/15/2022","93-KLQ","queja sobre atencion al cliente"
"117-EAR","31","Basico","19.26","13.4","6/21/2023","117-EAR","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"97-TKH","102","Basico","15.29","29.7","6/17/2023","97-TKH","Problema con reproducciÃ³n de video. El cliente reporta intermitencia en el servicio."
"61-BCF","45","Estandar","30.87","37.1","9-Oct-21","61-BCF","solicitud de cancelaciÃ³n de servicio. Problema resuelto en primera instancia."
"0-CNS","14","Basico","19.06","19.5","2/14/2024","0-CNS","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"121-LAZ","85","Premium","72.8","81.2","11/30/2023","121-LAZ","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"4-OZV","126","Estandar","27.19","36.6","7-Mar-24","4-OZV","Consulta sobre contenido disponible"
"93-LVH","35","Basico","16.63","44.6","2/27/2021","93-LVH","OK"
"105-WRD","87","Estandar","36.11","98.1","11/15/2023","105-WRD","ERROR EN LA APLICACION MOVIL"
"115-ZWE","13","premium","59.93","150.7","5/4/2024","115-ZWE","Problema con reproducciÃ³n de video"
"88-HZM","40","Estandar","27.24","97.7","5/23/2022","88-HZM","OK"
"10-FVD","32","Estandar","","54.7","3/18/2021","10-FVD","SOLICITUD DE CANCELACIÃ“N DE SERVICIO"
"39-YSD","61","estandar","38.76","50.4","9/16/2025","39-YSD","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"25-XXP","47","Basico","18.75","42.2","2/8/2025","25-XXP","PROBLEMA DE CONEXION A INTERNET. Se requiere seguimiento urgente."
"118-OJW","48","Basico","","27.7","2/18/2024","118-OJW","Consulta sobre contenido disponible. Cliente insatisfecho con la respuesta anterior."
"6-YKT","80","Estandar","28.63","65.9","3/5/2025","6-YKT","queja sobre atencion al cliente"
"118-UWL","35","Basico","","43.2","3/31/2022","118-UWL","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Cliente insatisfecho con la respuesta anterior."
"31-TRT","89","Basico","11.43","39.6","2/10/2023","31-TRT","OK"
"124-QFB","73","Basico","15.19","19.9","4/22/2025","124-QFB","consulta tecnica general. Cliente insatisfecho con la respuesta anterior."
"60-VOV","78","Estandar","34.25","60.3","4/28/2022","60-VOV","Consulta sobre facturacion. Problema resuelto en primera instancia."
"122-HRY","48","Estandar","30.86","78.8","4/15/2025","122-HRY","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"77-AQR","63","Basico","13.54","15.6","12/9/2020","77-AQR","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"89-XNN","9","Basico","16.55","32.5","4/24/2023","89-XNN","CONSULTA SOBRE FACTURACIÃ“N"
"123-JMR","18","Estandar","36.62","66.8","2/28/2025","123-JMR","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"40-GRM","52","Estandar","28.46","84.0","10/12/2021","40-GRM","error en la aplicacion movil"
"16-BGA","45","estandar","30.6","74.2","21-Sep-25","16-BGA","CONSULTA SOBRE CONTENIDO DISPONIBLE. Se requiere seguimiento urgente."
"51-FMR","88","Basico","14.33","31.1","6/17/2021","51-FMR","OK"
"8-VXJ","22","Basico","10.71","17.4","10/18/2021","8-VXJ","Consulta tecnica general. Cliente insatisfecho con la respuesta anterior."
"35-ULQ","54","Premium","53.81","142.1","4/28/2025","35-ULQ","PROBLEMA DE CONEXION A INTERNET. El cliente reporta intermitencia en el servicio."
"64-KJW","39","Basico","15.33","19.7","26-Dec-22","64-KJW","Consulta tecnica general. El cliente reporta intermitencia en el servicio."
"67-QAK","74","Basico","10.58","18.2","4/23/2021","67-QAK","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"9-IBK","23","estandar","38.3","63.5","2/28/2025","9-IBK","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO. Se requiere seguimiento urgente."
"77-UWF","37","premium","","173.8","10/15/2024","77-UWF","Problema con subtÃ­tulos. El cliente reporta intermitencia en el servicio."
"32-LLD","36","Basico","19.82","24.7","10/20/2024","32-LLD","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO. El cliente reporta intermitencia en el servicio."
"11-ZAS","32","Premium","","95.2","11/16/2024","11-ZAS","Consulta sobre contenido disponible. El problema persiste desde hace varios dÃ­as."
